ID,SMILES,act_mean,Type
CHEMBL199417,CCOC(=O)c1ccc(/N=c2\oc3c(C)ncc(CO)c3cc2C(=O)Nc2ccccc2)cc1,50,0
CHEMBL199457,COc1ccc(C2=C(O)O/C(=C\c3cccc4ccccc34)C2=O)cc1,48,0
CHEMBL199497,Cc1cccc(NC(=O)c2cc3c(CO)cnc(C)c3o/c2=N\c2cccc(Cl)c2)c1,100,0
CHEMBL199511,COc1cc(/C=C2\OC(O)=C(c3cc(Cl)cc(Cl)c3)C2=O)ccc1-c1ccccc1C(F)(F)F,0.5,1
CHEMBL199517,CCc1c2s[nH]c(=O)c2c(=O)n2ccc(N3CCC(N(C)C)C3)cc12,8,1
CHEMBL1995195,O=[N+]([O-])c1ccc(C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)cc1,500,0
CHEMBL199525,CCc1ccccc1/N=c1\oc2c(C)ncc(CO)c2cc1C(=O)Nc1ccc(C)cc1,50,0
CHEMBL199546,O=C1O/C(=C\C2CCCCC2)C(O)=C1c1cccc(C(F)(F)F)c1,32,1
CHEMBL199553,O=C1O/C(=C\c2cccc(C(F)(F)F)c2)C(O)=C1c1ccc(-c2ccccc2)c(F)c1,2,1
CHEMBL199580,O=C1O/C(=C\c2cccc(C(F)(F)F)c2)C(O)=C1c1ccc2ccccc2c1,8,1
CHEMBL1996220,O=C(/C=C/c1ccc(Cl)cc1)c1nc2ccccc2[nH]1,320,0
CHEMBL199627,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCOCC3)cc(O)c12,12.5,1
CHEMBL199629,O=C1O/C(=C\c2cccc(C(F)(F)F)c2Cl)C(O)=C1c1ccc(-c2ccccc2)c(F)c1,1,1
CHEMBL199655,O=C(N/N=C/c1ccccc1O)c1ccc(Cl)cc1,18,1
CHEMBL199674,O=C1O/C(=C\c2cccc(C(F)(F)F)c2)C(O)=C1c1ccc(Cl)cc1,12,1
CHEMBL199685,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCCCC3)cc(O)c12,25,1
CHEMBL199757,O=C1O/C(=C\c2cccc(C(F)(F)F)c2)C(O)=C1c1ccc(-c2ccccc2)cc1,4,1
CHEMBL199812,O=C1O/C(=C\c2cc(C(F)(F)F)ccc2Cl)C(O)=C1c1ccc(-c2ccccc2)c(F)c1,1,1
CHEMBL199842,Cc1cccc(NC(=O)c2cc3c(CO)cnc(C)c3o/c2=N\c2ccccc2)c1,100,0
CHEMBL199929,O=C1O/C(=C\c2ccc(-c3ccccc3)cc2)C(O)=C1c1ccc2ccccc2c1,10,1
CHEMBL199962,O=C1O/C(=C\c2ccc(Cl)cc2)C(O)=C1c1ccc(-c2ccccc2)cc1,16,1
CHEMBL19997,O=C(Cn1c(C2CCNCC2)nc2cc(Cl)c(Cl)cc21)NNC(=S)NCc1ccco1,48.141,0
CHEMBL199985,CN1CCN(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)CC1,14.065,1
CHEMBL200015,Cc1cc(/C=C2\OC(O)=C(c3cc(Cl)cc(Cl)c3)C2=O)ccc1-c1ccccc1C(F)(F)F,0.5,1
CHEMBL200030,Cc1ccccc1C(=O)Nc1cc(N(C)C)c2c(c1O)C(O)=C1C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)C3CC1C2,3.2,1
CHEMBL200042,Cc1ccc2nc(-c3ccc(/N=c4\oc5c(C)ncc(CO)c5cc4C(=O)Nc4ccccc4)cc3)sc2c1,100,0
CHEMBL200097,Cc1ccccc1-c1ccc(/C=C2\OC(O)=C(c3cc(Cl)cc(Cl)c3)C2=O)cc1C,0.5,1
CHEMBL200123,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCCCC3)cc(O)c12,12.5,1
CHEMBL200224,CN(C)c1cc(NC(=O)c2ccccc2)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,3.6,1
CHEMBL200233,COc1ccccc1/N=c1\oc2c(C)ncc(CO)c2cc1C(=O)Nc1ccc(C)cc1,100,0
CHEMBL200241,Cc1ccc(/N=c2\oc3c(C)ncc(CO)c3cc2C(=O)Nc2ccccc2C)cc1C,100,0
CHEMBL20025,CN(C)c1ccc(N/C(S)=N/NC(=O)Cn2c(C3CCNCC3)nc3cc(Cl)c(Cl)cc32)cc1,52.049,0
CHEMBL200298,CN(C)c1cc(NC(=O)c2cccs2)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,8.8,1
CHEMBL20031,O=C(Cn1c(C2CCNCC2)nc2cc(Cl)c(Cl)cc21)N/N=C/c1ccc2c(c1)OCCO2,48.838,0
CHEMBL200378,Cc1ccc(NC(=O)c2cc3c(CO)cnc(C)c3o/c2=N\c2ccc(Oc3ccccc3)cc2)cc1,50,0
CHEMBL200484,Cc1ncc(CO)c2cc(C(=O)Nc3ccccc3)/c(=N/c3ccccc3)oc12,50,0
CHEMBL200515,COc1ccc(NC(=O)c2cc3c(CO)cnc(C)c3o/c2=N\c2ccc(Cl)c(Cl)c2)cc1,12.5,1
CHEMBL200516,COc1cc(NC(=O)c2cc3c(CO)cnc(C)c3o/c2=N\c2ccc(C(N)=O)cc2)cc(OC)c1,50,0
CHEMBL20054,Clc1cc2nc(C3CCNCC3)n(CCCn3c(C4CCNCC4)nc4cc(Cl)c(Cl)cc43)c2cc1Cl,29.0195,1
CHEMBL200561,CN(C)CCCC(=O)Nc1cc(N(C)C)c2c(c1O)C(=O)C1=C(O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)C3CC1C2,6.4,1
CHEMBL200691,Cc1ncc(CO)c2cc(C(=O)Nc3ccccc3)/c(=N/c3ccc(Oc4ccccc4)cc3)oc12,50,0
CHEMBL200804,CN(C)c1cc(NS(C)(=O)=O)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,1.71,1
CHEMBL200898,Cc1ncc(CO)c2cc(C(=O)Nc3ccccc3F)/c(=N/c3ccc(C(F)(F)F)cc3)oc12,50,0
CHEMBL200947,CN(C)c1cc(NC(=O)CO)c(O)c2c1CC1CC3[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]3(O)C(=O)C1=C2O,1.875,1
CHEMBL20096,COc1cccc(/C=N/NC(=O)Cn2c(C3CCNCC3)nc3cc(Cl)c(Cl)cc32)c1,23.0185,1
CHEMBL200962,CCc1c2s[nH]c(=O)c2c(=O)n2ccc(-c3cc(C)nc(C)c3)cc12,0.125,1
CHEMBL2011211,O=C(O)CCN1C(=O)/C(=C/c2ccc(O)cc2O)SC1=S,64,0
CHEMBL2011212,COc1cccc(/C=C2\SC(=S)N(CCC(=O)O)C2=O)c1O,256,0
CHEMBL2011360,COc1cc(O)c2c(=O)oc3cc(O)c(O)c(-c4c(O)c(O)cc5oc(=O)c6c(O)cc(OC)cc6c45)c3c2c1,8,1
CHEMBL2011361,COc1cc(O)c2c(=O)oc3c(-c4c(O)c(O)cc5oc(=O)c6c(O)cc(OC)cc6c45)c(O)c(O)cc3c2c1,10.666667,1
CHEMBL2011390,COc1cc(Br)cc(/C=C2\SC(=S)N(CCC(=O)O)C2=O)c1O,256,0
CHEMBL2011391,O=C(O)CCN1C(=O)/C(=C/c2cc(Cl)ccc2O)SC1=S,128,0
CHEMBL2011406,COc1cc(C2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)cc(OC)c1O,4,1
CHEMBL2011669,COc1cc(O)c2c(c1)C(=O)C1=C(C[C@@H](O)[C@@](C)(O)C1)C2=O,7.43677,1
CHEMBL2011670,COc1cc(O)c2c(c1)C(=O)C1=C(C[C@@H](O)[C@@](C)(O)[C@@H]1O)C2=O,12.5,1
CHEMBL2012550,Cc1c(O)c(O)c(O)c2c1CO[C@H]2[C@H]1OC(O)c2c(C)c(O)c(O)c(O)c21,32,1
CHEMBL2012551,COCc1c(O)c(O)c(O)c2c1CO[C@H]2[C@H]1OC(O)c2c(C)c(O)c(O)c(O)c21,64,0
CHEMBL2012911,COc1cc(Cc2cnc(N)nc2N)cc2c1OCCN2,8,1
CHEMBL2012914,C#CCNc1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,32,1
CHEMBL2012915,[N-]=[N+]=Nc1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,16,1
CHEMBL2012916,Nc1ncc(COCc2cn(-c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)nn2)c(N)n1,4,1
CHEMBL2012917,C#CCN1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.25,1
CHEMBL2012918,Nc1ncc(Cn2cc(CN3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)nn2)c(N)n1,64,0
CHEMBL201373,CCc1ccc(NC(=O)c2cc3c(CO)cnc(C)c3o/c2=N\c2ccc3c(c2)OCO3)cc1,100,0
CHEMBL20140,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)[C@H]1C,4,1
CHEMBL201439,CCc1c2s[nH]c(=O)c2c(=O)n2ccc(N3CCNCC3)cc12,16,1
CHEMBL20145,O=c1on(CO)c2ccccc12,62.5,0
CHEMBL201515,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,64,0
CHEMBL201592,Cc1ncc(CO)c2cc(C(=O)Nc3ccccc3)/c(=N/c3ccc4c(c3)OCO4)oc12,50,0
CHEMBL2016603,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2ccc(C)cc2)ccc1O,41004.8,0
CHEMBL2016789,Clc1ccc(CNCCNc2nc3ccccc3o2)cc1,8,1
CHEMBL2016790,Clc1ccc(CNCCCNc2nc3ccccc3o2)cc1,16,1
CHEMBL2016791,Brc1cccc(CNCCNc2nc3ccccc3o2)c1,8,1
CHEMBL2016792,Brc1cccc(CNCCCNc2nc3ccccc3o2)c1,16,1
CHEMBL2016793,Oc1ccc(CNCCNc2nc3ccccc3o2)cc1,32,1
CHEMBL2016794,Oc1ccc(CNCCCNc2nc3ccccc3o2)cc1,32,1
CHEMBL2016795,COc1ccc(CNCCNc2nc3ccccc3o2)cc1,64,0
CHEMBL2016796,COc1ccc(CNCCCNc2nc3ccccc3o2)cc1,32,1
CHEMBL2016797,Clc1ccc(CNCCNc2nc3ccccc3o2)cc1Cl,16,1
CHEMBL2016798,Clc1ccc(CNCCCNc2nc3ccccc3o2)cc1Cl,16,1
CHEMBL2016799,Clc1ccc(CNCCNc2nc3ccccc3o2)c(Cl)c1,8,1
CHEMBL2016800,Clc1ccc(CNCCCNc2nc3ccccc3o2)c(Cl)c1,8,1
CHEMBL2016801,COc1ccc2nc(NCCCNCc3ccc(Cl)c(Cl)c3)oc2c1,8,1
CHEMBL2016802,Clc1ccc2nc(NCCCNCc3ccc(Cl)c(Cl)c3)oc2c1,2,1
CHEMBL2016803,Clc1ccc2oc(NCCCNCc3ccc(Cl)c(Cl)c3)nc2c1,2,1
CHEMBL2016804,Fc1ccc2nc(NCCCNCc3ccc(Cl)c(Cl)c3)oc2c1,1,1
CHEMBL2016805,Fc1ccc2oc(NCCCNCc3ccc(Cl)c(Cl)c3)nc2c1,1,1
CHEMBL2016806,Fc1cc2nc(NCCCNCc3ccc(Cl)c(Cl)c3)oc2cc1F,1,1
CHEMBL2016807,O=c1cc(NCCCNCc2ccc(Cl)c(Cl)c2)[nH]c2ccccc12,2.666667,1
CHEMBL2016810,Clc1ccc(CNCCNc2nc3ccccc3s2)cc1,8,1
CHEMBL2016811,Clc1ccc(CNCCCNc2nc3ccccc3s2)cc1,16,1
CHEMBL2016812,Brc1cccc(CNCCNc2nc3ccccc3s2)c1,8,1
CHEMBL2016813,Brc1cccc(CNCCCNc2nc3ccccc3s2)c1,16,1
CHEMBL2016814,Oc1ccc(CNCCNc2nc3ccccc3s2)cc1,16,1
CHEMBL2016815,Oc1ccc(CNCCCNc2nc3ccccc3s2)cc1,16,1
CHEMBL2016816,COc1ccc(CNCCNc2nc3ccccc3s2)cc1,32,1
CHEMBL2016817,COc1ccc(CNCCCNc2nc3ccccc3s2)cc1,64,0
CHEMBL2016818,Clc1ccc(CNCCNc2nc3ccccc3s2)cc1Cl,32,1
CHEMBL2016819,Clc1ccc(CNCCCNc2nc3ccccc3s2)cc1Cl,4,1
CHEMBL2016820,Clc1ccc(CNCCNc2nc3ccccc3s2)c(Cl)c1,2,1
CHEMBL2016821,Clc1ccc(CNCCCNc2nc3ccccc3s2)c(Cl)c1,8,1
CHEMBL2016822,COc1ccc2nc(NCCCNCc3ccc(Cl)c(Cl)c3)sc2c1,4,1
CHEMBL2016823,Clc1ccc2nc(NCCCNCc3ccc(Cl)c(Cl)c3)sc2c1,4,1
CHEMBL2016824,Clc1ccc2sc(NCCCNCc3ccc(Cl)c(Cl)c3)nc2c1,2,1
CHEMBL2016825,Fc1ccc2nc(NCCCNCc3ccc(Cl)c(Cl)c3)sc2c1,1,1
CHEMBL2016826,Fc1ccc2sc(NCCCNCc3ccc(Cl)c(Cl)c3)nc2c1,1,1
CHEMBL2016827,Fc1cc2nc(NCCCNCc3ccc(Cl)c(Cl)c3)sc2cc1F,0.666667,1
CHEMBL2018437,CC(=O)Oc1ccc2c(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3oc2c1,64,0
CHEMBL2018438,CC(=O)Oc1cc(OC(C)=O)c2c(=O)c3c(OC(C)=O)cccc3oc2c1,128,0
CHEMBL2018439,O=c1c2ccccc2sc2cc(O)cc(O)c12,16,1
CHEMBL20187,CO/N=C(/C(=O)NC1C(=O)N2C(C(=O)O)=C(C)/C(=C/C(=O)OC)SC12)c1ccco1,23,1
CHEMBL2018876,CC(C)=CCc1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O,32.1875,0
CHEMBL2018970,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2ccccc2)ccc1O,19941.6,0
CHEMBL2018971,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2ccc(Cl)cc2)ccc1O,170553.6,0
CHEMBL2018972,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2ccc([N+](=O)[O-])cc2)ccc1O,43482.4,0
CHEMBL2018973,COc1ccc(C2NC(=O)NC(/C=C/c3ccc(O)c(OC)c3)=C2C(=O)/C=C/c2ccc(O)c(OC)c2)cc1,42284.8,0
CHEMBL2018974,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2ccc(O)c(OC)c2)ccc1O,21782.4,0
CHEMBL2019058,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2ccccc2O)ccc1O,82324.8,0
CHEMBL2019059,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=O)NC2c2ccc(O)cc2)ccc1O,10290.6,0
CHEMBL2019060,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=S)NC2c2ccccc2)ccc1O,41168,0
CHEMBL2019061,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=S)NC2c2ccc(Cl)cc2)ccc1O,21962,0
CHEMBL2019062,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=S)NC2c2ccc([N+](=O)[O-])cc2)ccc1O,44768,0
CHEMBL2019063,COc1ccc(C2NC(=S)NC(/C=C/c3ccc(O)c(OC)c3)=C2C(=O)/C=C/c2ccc(O)c(OC)c2)cc1,43570.4,0
CHEMBL2019064,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=S)NC2c2ccc(O)c(OC)c2)ccc1O,22425.2,0
CHEMBL2019065,COc1cc(/C=C/C(=O)C2=C(/C=C/c3ccc(O)c(OC)c3)NC(=S)NC2c2ccc(O)cc2)ccc1O,42448,0
CHEMBL2019101,CCCc1ccccc1OC[C@H](O)COc1ccc(/C=C2\SC(=S)NC2=O)cc1,16,1
CHEMBL201950,CCc1cc(Nc2nc(O)c(Cc3ccccc3)c(O)n2)ccc1C,8,1
CHEMBL202084,C=CCc1c(O)nc(Nc2ccc3c(c2)CCC3)nc1Cl,1,1
CHEMBL202129,O=[N+]([O-])c1ccc(OCCCc2c(O)nc(Nc3ccc4c(c3)CCC4)nc2O)nc1,64,0
CHEMBL20217,O=C(Cn1c(C2CCNCC2)nc2cc(Cl)c(Cl)cc21)N/N=C/c1c[nH]c2ccc(OCc3ccccc3)cc12,3.453,1
CHEMBL2022060,Cc1ccc(-n2nnc(C3=NN(c4nc(-c5ccc(Cl)cc5)cs4)C(c4ccc(F)cc4)C3)c2C)cc1,8.25,1
CHEMBL2022061,Cc1ccc(-n2nnc(C3=NN(c4nc(-c5ccc(Br)cc5)cs4)C(c4ccc(F)cc4)C3)c2C)cc1,8.25,1
CHEMBL202284,CCc1cc(Nc2nc(N)cc(O)n2)ccc1C,17.9544,1
CHEMBL2023072,Cc1ccc(-n2nnc(C(=O)/C=C/c3ccccc3)c2C)cc1,16.5,1
CHEMBL2023073,Cc1ccc(-n2nnc(C(=O)/C=C/c3ccc(F)cc3)c2C)cc1,16.5,1
CHEMBL2023074,Cc1ccc(-n2nnc(C(=O)/C=C/c3ccc(C#N)cc3)c2C)cc1,16.5,1
CHEMBL2023075,Cc1ccc(-n2nnc(C(=O)/C=C/c3ccc(N4CCCCC4)cc3)c2C)cc1,132,0
CHEMBL2023076,Cc1ccc(-n2nnc(C3=NNC(c4ccccc4)C3)c2C)cc1,8.25,1
CHEMBL2023077,Cc1ccc(-n2nnc(C3=NNC(c4ccc(F)cc4)C3)c2C)cc1,33,0
CHEMBL2023079,Cc1ccc(-n2nnc(C3=NNC(c4ccc(N5CCCCC5)cc4)C3)c2C)cc1,132,0
CHEMBL202308,C=CCc1c(O)nc(Nc2ccc(C)c(CC)c2)nc1O,8,1
CHEMBL2023080,Cc1ccc(-n2nnc(C3=NN(C(=S)Nc4ccccc4)C(c4ccccc4)C3)c2C)cc1,8.25,1
CHEMBL2023081,Cc1ccc(-n2nnc(C3=NN(C(=S)Nc4ccccc4)C(c4ccc(F)cc4)C3)c2C)cc1,132,0
CHEMBL2023082,Cc1ccc(-n2nnc(C3=NN(C(=S)Nc4ccccc4)C(c4ccc(C#N)cc4)C3)c2C)cc1,33,0
CHEMBL2023083,Cc1ccc(-n2nnc(C3=NN(C(=S)NC(=O)c4ccccc4)C(c4ccc(N5CCCCC5)cc4)C3)c2C)cc1,132,0
CHEMBL2023085,Cc1ccc(-n2nnc(C3=NN(c4nc(-c5ccccc5)cs4)C(c4ccc(F)cc4)C3)c2C)cc1,16.5,1
CHEMBL2023358,CC[C@H](C)C(=O)c1c(O)cc(O)cc1OC/C=C(\C)CCC=C(C)C,0.974728,1
CHEMBL2023359,CC[C@H](C)C(=O)c1c(O)cc(O)cc1OC/C=C(\C)C/C=C/C(C)(C)O,64,0
CHEMBL2023360,C=C(C)C(O)CC/C(C)=C/COc1cc(O)cc(O)c1C(=O)C(C)CC,64,0
CHEMBL2023361,C=C(C)C(CC/C(C)=C/COc1cc(O)cc(O)c1C(=O)C(C)CC)OO,64,0
CHEMBL2023362,CCC(C)C(=O)c1c(O)cc(O)cc1OC/C=C(\C)CCC1OC1(C)C,64,0
CHEMBL202365,C=CCc1c(O)nc(Nc2ccc3c(c2)CCC3)nc1OC,128,0
CHEMBL2024153,c1ccc2c(C(c3ccc(C(c4c[nH]c5ccccc45)c4c[nH]c5ccccc45)cc3)c3c[nH]c4ccccc34)c[nH]c2c1,1000,0
CHEMBL2024232,FC(F)(F)c1cccc(Nc2cc(-c3ccc(NC(=S)Nc4ccc(Cl)cc4)cc3)ncn2)c1,35,0
CHEMBL2024233,Fc1ccccc1NC(=S)Nc1ccc(-c2cc(Nc3cccc(C(F)(F)F)c3)ncn2)cc1,90,0
CHEMBL2024236,O=S(=O)(Nc1ccc(-c2cc(Nc3cccc(C(F)(F)F)c3)ncn2)cc1)c1ccc(Br)cc1,80,0
CHEMBL2024237,Cc1ccc(F)cc1S(=O)(=O)Nc1ccc(-c2cc(Nc3cccc(C(F)(F)F)c3)ncn2)cc1,15,1
CHEMBL2024238,Cc1cccc(S(=O)(=O)Nc2ccc(-c3cc(Nc4cccc(C(F)(F)F)c4)ncn3)cc2)c1,90,0
CHEMBL2024239,O=S(=O)(Nc1ccc(-c2cc(Nc3cccc(C(F)(F)F)c3)ncn2)cc1)c1ccc(OC(F)(F)F)cc1,15,1
CHEMBL2024240,N#Cc1cccc(S(=O)(=O)Nc2ccc(-c3cc(Nc4cccc(C(F)(F)F)c4)ncn3)cc2)c1,40,0
CHEMBL2024241,O=S(=O)(Nc1ccc(-c2cc(Nc3cccc(C(F)(F)F)c3)ncn2)cc1)c1ccccc1OC(F)(F)F,10,1
CHEMBL2024242,COc1ccc(OC)c(S(=O)(=O)Nc2ccc(-c3cc(Nc4cccc(C(F)(F)F)c4)ncn3)cc2)c1,45,0
CHEMBL2024243,Fc1ccc(/C(Cn2nnc3ccccc32)=N\Nc2nc(-c3ccc(F)cc3)cs2)cc1,64,0
CHEMBL2024244,Fc1ccc(/C(Cn2nnc3ccccc32)=N\Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,32,1
CHEMBL2024245,Fc1ccc(/C(Cn2nnc3ccccc32)=N\Nc2nc(-c3ccc(Br)cc3)cs2)cc1,64,0
CHEMBL2024247,Fc1ccc(/C(Cn2nnc3ccccc32)=N\Nc2nc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cs2)cc1,128,0
CHEMBL202444,Cc1cc(C)cc(/N=c2\oc3c(C)ncc(CO)c3cc2C(=O)Nc2ccccc2C)c1,100,0
CHEMBL2024458,O=C(Nc1ccc(-c2cc(Nc3cccc(C(F)(F)F)c3)ncn2)cc1)Nc1cccc(Cl)c1F,90,0
CHEMBL2024459,CC(C)c1ccc(NC(=O)Nc2ccc(-c3cc(Nc4cccc(C(F)(F)F)c4)ncn3)cc2)cc1,25,1
CHEMBL2024460,CSc1ccc(NC(=O)Nc2ccc(-c3cc(Nc4cccc(C(F)(F)F)c4)ncn3)cc2)cc1,75,0
CHEMBL2024461,COc1cccc(NC(=O)Nc2ccc(-c3cc(Nc4cccc(C(F)(F)F)c4)ncn3)cc2)c1,35,0
CHEMBL2024462,Cc1ccc(NC(=O)Nc2ccc(-c3cc(Nc4cccc(C(F)(F)F)c4)ncn3)cc2)cc1C,90,0
CHEMBL2024463,O=C(Nc1ccc(-c2cc(Nc3cccc(C(F)(F)F)c3)ncn2)cc1)Nc1cccc(C(F)(F)F)c1,25,1
CHEMBL2024466,N#Cc1cccc(NC(=S)Nc2ccc(-c3cc(Nc4cccc(C(F)(F)F)c4)ncn3)cc2)c1,90,0
CHEMBL2024467,Fc1ccc(-c2csc(N/N=C(/Cn3nnc4ccccc43)c3ccc(Cl)cc3)n2)cc1,64,0
CHEMBL2024468,Clc1ccc(/C(Cn2nnc3ccccc32)=N\Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,64,0
CHEMBL2024474,Brc1ccc(/C(Cn2nnc3ccccc32)=N\Nc2nc(-c3ccc(Br)cc3)cs2)cc1,32,1
CHEMBL2024477,O=[N+]([O-])c1ccc(/C(Cn2nnc3ccccc32)=N\Nc2nc(-c3ccc(F)cc3)cs2)cc1,32,1
CHEMBL2024479,O=[N+]([O-])c1ccc(/C(Cn2nnc3ccccc32)=N\Nc2nc(-c3ccc(Br)cc3)cs2)cc1,64,0
CHEMBL2024482,Fc1ccc(-c2csc(N/N=C(/Cn3nnc4ccccc43)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)cc1,32,1
CHEMBL2024571,CC(O)C1C(O)=C(C(=O)[C@@H]2[C@H](C)C=C[C@@H]3CCCC[C@H]32)C(=O)N1C,256,0
CHEMBL2024572,O=C1C=C[C@H](O)[C@@H]2[C@@H]1C[C@@]13SS[C@]4(C[C@@H]5C(=O)C=C[C@H](O)[C@H]5N4C1=O)C(=O)N23,32,1
CHEMBL202495,C=CCc1c(N)nc(Nc2ccc(C)c(CC)c2)nc1O,20,1
CHEMBL202551,Oc1nc(Nc2ccc3c(c2)CCC3)nc(O)c1CCCc1ccccc1,8,1
CHEMBL202633,O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3cnccn3)cc1n2C1CC1,0.12,1
CHEMBL202649,Cc1ccc(-c2cc3c(cc2F)c(=O)c2c(=O)[nH]sc2n3C2CC2)cc1N,1.004,1
CHEMBL202675,NC(=O)c1cccc(-c2cc3c(cc2F)c(=O)c2c(=O)[nH]sc2n3C2CC2)c1,1.004,1
CHEMBL202700,Oc1nc(Nc2ccc3c(c2)CCC3)nc(O)c1CCCN1CCCCC1,128,0
CHEMBL202753,O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3ccc4cnccc4c3)cc1n2C1CC1,0.251,1
CHEMBL202757,CC(=O)NC[C@H]1CN(c2ccc([C@H]3[C@@H]4CN(C=O)C[C@@H]43)c(F)c2)C(=O)O1,2,1
CHEMBL202759,N#CCC(=O)NC[C@H]1CN(c2cc(F)c([C@H]3[C@@H]4CS(=O)(=O)C[C@@H]43)c(F)c2)C(=O)O1,4,1
CHEMBL20276,Clc1cc2nc(C3CCNCC3)n(CCCCCn3cnc4ccccc43)c2cc1Cl,45.642,0
CHEMBL20277,O=C(Cn1c(C2CCNCC2)nc2cc(Cl)c(Cl)cc21)NNC(=O)Nc1ccccc1-c1ccccc1,13.43625,1
CHEMBL20278,C[C@H](N)C(=O)N[C@@H]1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)[C@H]1C,0.5,1
CHEMBL202792,Clc1ccc(Nc2nc(NCCN3CCOCC3)nc(Nc3ccccc3)n2)cc1,64,0
CHEMBL2028079,CCCC#CC#CC=C=CCCCCCCC(=O)O,10.15,1
CHEMBL2028080,CCC(O)C#CC#CC=C=CCCCCC(=O)O,250,0
CHEMBL2028081,CCCC#CC#CC=C=CCCCCCCCC(=O)O,3.9,1
CHEMBL202813,Cc1cc(-c2cc3c(cc2F)c(=O)c2c(=O)[nH]sc2n3C2CC2)ccn1,2.747913,1
CHEMBL202844,COc1cc(/C=C/C(=O)NCCc2ccc(O)c(O)c2)ccc1O,62.5,0
CHEMBL202864,O=c1[nH]sc2c1c(=O)c1cc(F)c(N3CCNCC3)cc1n2C1CC1,2.0275,1
CHEMBL202865,N#Cc1ccccc1-c1cc2c(cc1F)c(=O)c1c(=O)[nH]sc1n2C1CC1,0.125,1
CHEMBL2029358,CC1CCC(C(C)C)C(OSSOC2CC(C)CCC2C(C)C)C1,12,1
CHEMBL2029376,NC(=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1CCCC1)CN(O)C=O,2,1
CHEMBL202951,COc1ccc(C(=O)/C=C/C(=O)N2CCN(c3ccc(N4C[C@H](CNC(C)=O)OC4=O)cc3F)CC2)cc1,0.5625,1
CHEMBL203002,O=c1[nH]sc2c1c(=O)c1cc(F)c(-c3ccc(CO)cc3)cc1n2C1CC1,2.002,1
