ID,SMILES,act_mean,Type
CHEMBL507144,CC(C)NC(=N)c1ccc2[nH]c(-c3ccc(COc4ccc(-c5nc6cc(C(=N)NC(C)C)ccc6[nH]5)cc4)cc3)nc2c1,1.833333,1
CHEMBL507166,CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1[C@H](OC3=O)[C@H]2O,20,1
CHEMBL507307,C1=CC(CCNc2ncnc3[nH]cnc23)CCC1,50,0
CHEMBL507371,COc1c(N2CCN(c3nnc(-c4ccc([N+](=O)[O-])cc4)s3)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,32,1
CHEMBL507518,CCCCCCC/C=C/C=O,25,1
CHEMBL507605,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(Cn4ccnn4)cc3)c(F)c2)C(=O)O1,0.666667,1
CHEMBL507891,CSc1ccc(Cc2nnc3sc(-c4ccc(Cl)c(Cl)c4Cl)nn23)cc1,12.5,1
CHEMBL508053,COC(=O)c1ccc(-c2cc3ccccc3[nH]2)cc1,7.5384,1
CHEMBL50817,CCOC(=O)OCOC(=O)C1=C(S[C@@H]2CCO[C@@H]2CNC(=O)OC(C)OC(C)=O)[C@H](C)C2[C@@H]([C@@H](C)O)C(=O)N12,3.343333,1
CHEMBL508279,Clc1ccc2c(c1)ncn2C1CCCC1,50,0
CHEMBL508326,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,18.8,1
CHEMBL508367,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3/C(=N/NC(=S)NC4CCCCC4)C=C4CCCC[C@]4(C)[C@H]3CC[C@@]21C,128,0
CHEMBL508485,O=C(N/N=C/c1ccc2c(c1)no[n+]2[O-])c1ccc(C(F)(F)F)cc1,11.55,1
CHEMBL508534,CC(C)=CCc1c(O)ccc2c1O[C@H]1c3ccc(O)cc3OC[C@@H]21,50,0
CHEMBL508542,O=C(c1cncc(SCc2ccccc2)n1)n1[nH]c(=O)c2cc(Br)ccc21,32,1
CHEMBL508690,O=c1c2ccccc2nc(/C=C/c2ccccc2)n1-c1nnc(-c2ccc(Cl)cc2)s1,5.25,1
CHEMBL508951,CC(C)=CCc1c[nH]c2ccccc12,12.5,1
CHEMBL508966,Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2nnc(-c3cccc(Cl)c3)s2)cc1,6.92,1
CHEMBL509028,Cc1cc(C)c(CC(=O)CCl)c(C)c1,16,1
CHEMBL509102,Fc1ccc(Nc2nc3cc(Cl)ccc3[nH]2)cc1,7.81,1
CHEMBL509389,CCCCCCCC/C=C/CCCCCCCc1ncc[nH]1,150,0
CHEMBL509509,c1ccc(NCCNc2ncnc3c2ncn3C2CCCC2)cc1,50,0
CHEMBL509560,O=C(C/C=N/O)c1ccccc1,64,0
CHEMBL509586,COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]3CCC(C(C)C)=CC3=CC[C@@H]12,50,0
CHEMBL509595,Clc1ccc(Nc2nc3ccccc3[nH]2)cc1Cl,4.685,1
CHEMBL509742,CO[C@@H]1C[C@H](O[C@H]2CC[C@@]3(C)C(=CC[C@H]4C(=O)O[C@H]5CO[C@]6(C)O[C@@H](O)/C(=C/C[C@@H]43)[C@H]56)C2)O[C@H](C)[C@H]1O,148.6,0
CHEMBL509752,CNC(=O)c1cn2c(-c3ccc(Cl)cc3)nc3c(NC)c(F)cc(c1=O)c32,25,1
CHEMBL509816,O=c1c2ccccc2nc(/C=C/c2ccccc2)n1-c1nnc(-c2ccccc2)s1,7.13,1
CHEMBL509841,FC(F)(F)Oc1ccc(Nc2nc3cc(Cl)ccc3[nH]2)cc1,0.78,1
CHEMBL509849,O=C1C(Br)=CC2(C=C1Br)CCNC1=C2C2=NCCc3c[nH]c(c32)C1=O,5.09443,1
CHEMBL509890,O=C1C(NC2Cc3cc(Br)c(O)cc3S2)=CC2=NCCc3c[nH]c1c32,50,0
CHEMBL509893,COc1ccc(C(=O)c2cn(-c3ccccc3)nc2-c2ccc([N+](=O)[O-])s2)cc1,0.25,1
CHEMBL509948,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(N2CCN(Cc3ccco3)CC2)c(F)c1,0.206667,1
CHEMBL509962,N#Cc1ccc2[nH]c(-c3ccccc3)cc2c1,1.167691,1
CHEMBL510002,CO[C@H]1C[C@H]2C(C)(C)CCC[C@]2(C)c2ccc(O)c(C(C)C)c21,8,1
CHEMBL510076,Fc1cc(F)cc(Nc2nc3cc(Cl)ccc3[nH]2)c1,1.56,1
CHEMBL510174,CCCCCCCCNC(=O)/C=C/C=C(\C)CC/C=C(\C)C=O,2.5,1
CHEMBL510211,CC(C)=CCC/C(C)=C\Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)c(CC=C(C)C)c2)c1O,31.2,1
CHEMBL510294,Clc1cc(Cl)cc(Nc2nc3cc(Cl)ccc3[nH]2)c1,0.39,1
CHEMBL510326,O=C(c1cc2cccc(S(=O)(=O)c3ccccc3)c2[nH]1)n1[nH]c(=O)c2cc(Br)ccc21,72,0
CHEMBL510333,C=C1C(=O)O[C@H]2C[C@]3(C)[C@@H](O)CCC(=C)[C@@H]3[C@@H](O)[C@H]12,50,0
CHEMBL510493,COc1ccc(C(=O)N/N=C/c2ccc3c(c2)no[n+]3[O-])cc1,13.1,1
CHEMBL510517,CC(C)=CCC/C(C)=C/COc1cc(O)c(C(=O)c2ccccc2)c(O)c1,12.5,1
CHEMBL510564,CCN(CC)C(=O)c1ccc(C[n+]2cn3cc(C4=C(C(=O)O)N5C(=O)[C@H]([C@@H](C)O)[C@H]5[C@H]4C)sc3c2SC)cc1,2.607667,1
CHEMBL510595,CC(C)=CCC[C@@H](C)c1ccc(O)c(C)c1,21.333333,1
CHEMBL510835,Cc1c(NC(=O)/C(C#N)=C2\SCC(=O)N2c2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,50,0
CHEMBL510864,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C4=C[C@]5(C[C@@H](OC(C)=O)CC[C@]5(C)[C@H]3CC[C@@]21C)NC(=S)N4)C(C)C,32,1
CHEMBL511010,COc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2nnc(-c3ccc(C)cc3)s2)cc1,5.41,1
CHEMBL511070,CC(=O)Oc1ccc2c(=O)c3c(OC(C)=O)cccc3oc2c1,64,0
CHEMBL511183,CCOC(=O)c1nss/c1=N\c1ccccc1,48,0
CHEMBL511201,NC(=O)c1c(F)ccc(OCc2nc3cc(Cl)cnc3s2)c1F,0.875,1
CHEMBL511231,CC(=O)NC[C@H]1CN(c2ccc(N3C/C(=N\N)C4(CC4)C3)c(F)c2)C(=O)O1,25,1
CHEMBL511262,COC(=O)[C@H]1C/C=C/Cn2cc(c3ccccc32)CCCC(=O)N[C@H](CCCCN)C(=O)N1,125,0
CHEMBL511281,CCCCn1c(-c2ccc(C#Cc3ccc4c(c3)C(C)(C)CCS4)cc2)nc2ccccc21,200,0
CHEMBL511309,CCOC(=O)/C(=C\Nc1ccc(O)cc1)c1ccc(Cl)cc1,44.9,0
CHEMBL511336,CC1(C)C=Cc2cc(C(=O)/C=C/c3ccccc3)c(O)cc2O1,2000,0
CHEMBL511499,CC1CCN(c2ncnc3[nH]cnc23)CC1,41.666667,0
CHEMBL511528,CCS(=O)(=O)c1ccc2oc(Cc3ccc(Cl)cc3)nc2c1,125,0
CHEMBL511536,COc1ccc([C@@H]2COc3c(ccc4c3C=CC(C)(C)O4)C2)c(O)c1,6.25,1
CHEMBL511543,COc1cc(CCCOC=O)cc2cc(-c3ccc4c(c3)OCO4)oc12,400,0
CHEMBL511700,CN(C)c1ccc(/C=N/NC(=O)c2ccc(-n3cccc3)cc2)cc1,250,0
CHEMBL511705,C=C[C@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCCCOC(C)=O,50,0
CHEMBL511780,CC(=O)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C2(C)C,700,0
CHEMBL511801,C[C@]1(C(=O)O)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@@H]4[C@H](C[C@H]12)[C@@]4(C)C3,67.125,0
CHEMBL511842,O=C1C=C(c2cc(Br)c(O)c(Br)c2)/C(=C/c2cc(Br)c(O)c(Br)c2)O1,6.122222,1
CHEMBL511858,CCC(=O)O/N=C(/C)N1N=C(c2ccccc2)CC1OC,25,1
CHEMBL511868,C/C(=N\NC(=O)c1ccc(-n2cccc2)cc1)c1ccccc1,250,0
CHEMBL511870,Clc1ccc(Nc2nc3cc(Cl)c(Cl)cc3[nH]2)cc1Cl,0.39,1
CHEMBL511912,CCO/N=C1\CN(c2ccc(N3C[C@H](CNC(C)=O)OC3=O)cc2F)CC12CC2,12.5,1
CHEMBL512014,CCOC(=O)n1c(-c2ccc(C#Cc3ccccc3)cc2)nc2ccccc21,500,0
CHEMBL512040,O=C(N/N=C/c1c(Cl)cccc1Cl)c1ccc(-n2cccc2)cc1,125,0
CHEMBL512054,COc1cc(O)c2c(c1)C(=O)C1=C(C2=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O,6.59807,1
CHEMBL512153,Cc1cc(C)c2c(n1)NC(c1cccc(C)c1C)NC2=O,12.5,1
CHEMBL512182,CCOC(=O)/C(=C/Nc1cc(Br)c(OC)c(Br)c1)c1ccc(Cl)cc1,2.2,1
CHEMBL512201,COc1cc(C(=O)CCc2ccccc2)c(OC)c(CC=C(C)C)c1OC,2000,0
CHEMBL512286,CC1=C(O)/C(=C/[C@H](C)CC/C=C(/C)CC/C=C(/C)CCCC2=CC(=O)OC2O)OC1=O,100,0
CHEMBL512369,CC(C)NCCNc1ncnc2c1ncn2Cc1ccc(F)cc1,50,0
CHEMBL512378,CCOc1nc(S(=O)(=O)c2ccccc2)cc(O)c1F,998.9616,0
CHEMBL512455,C=C1C(=O)O[C@H]2C[C@]3(C)[C@H](C(C)=CC[C@H]3O)[C@@H](O)[C@H]12,50,0
CHEMBL512464,COC1C=C(CCC/C(C)=C\CC/C(C)=C\CC[C@@H](C)/C=C2\OC(=O)C(C)=C2O)C(OC)O1,100,0
CHEMBL512578,Oc1cc(O)cc(-c2cc3ccc(O)cc3o2)c1,18.75,1
CHEMBL512693,CC(C)=CCc1cc(-c2coc3cc(O)ccc3c2=O)ccc1O,3.2,1
CHEMBL512701,CCNC(=O)Nc1nc2cc(-c3cncnc3)ccc2[nH]1,4,1
CHEMBL512737,C/C(=N\Nc1nc(C)cs1)c1cccc(O)c1,256,0
CHEMBL512756,CCS(=O)(=O)c1ccc2oc(-c3cccc(C)c3C)nc2c1,125,0
CHEMBL512845,O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]12,15.1,1
CHEMBL512849,Nn1c(CS(=O)(=O)c2ccc(Cl)cc2)nnc1-c1ccccc1Cl,400,0
CHEMBL512945,CO[C@H]1C=C[C@@]23CCN(Cc4cc5c(cc42)OCO5)[C@@H]3C1,1024,0
CHEMBL513004,COc1cc(CCCCl)cc2cc(-c3ccc4c(c3)OCO4)oc12,256,0
CHEMBL513064,Clc1cc2nc(Br)n(C3CCCC3)c2cc1Cl,5.206667,1
CHEMBL513163,COc1c(Br)c(CCCO)cc2cc(-c3ccc4c(c3)OCO4)oc12,800,0
CHEMBL513285,COc1cc(-c2cc3c(O)cccc3o2)c(C)c(OC)c1C,144.525,0
CHEMBL513461,Cc1ccccc1OCc1nnc(-c2cc(F)c(Cl)cc2Cl)o1,6.25,1
CHEMBL513463,Clc1cc(Cl)c(Cl)c(-c2nc(CN3CCCCC3)cs2)c1,6.25,1
CHEMBL513464,Clc1cc(Cl)c(Cl)c(-c2nc(CN3CCOCC3)cs2)c1,12.5,1
CHEMBL513517,Nn1c(SCC(=O)c2c(O)on[n+]2-c2ccccc2)nnc(Cc2ccc(Cl)cc2)c1=O,0.25,1
CHEMBL513591,N#Cc1ccc2c(c1)c(=O)[nH]n2C(=O)c1ccc(S(=O)(=O)N2CCc3cc(Cl)ccc32)cc1,64,0
CHEMBL513606,Cc1ccc(N2CCn3c(COc4ccc(Cl)cc4C)nnc32)cc1,15.61296,1
CHEMBL513607,CC(C)CC(/N=C/c1c[nH]c2ccccc12)C(=O)O,35.3,0
CHEMBL513636,COc1c(Cl)cc(Cl)cc1[C@H](O)c1[nH]c(Cl)c(Cl)c1[N+](=O)[O-],1.5,1
CHEMBL513640,CC(C)=CC[C@H](OC(=O)C=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,1.56,1
CHEMBL513668,CC(=O)NC[C@H]1CN(c2ccc(N3CC(=O)C4(CC4)C3)c(F)c2)C(=O)O1,3.12,1
CHEMBL51369,C#CC[C@@H](N)C(=O)O,50,0
CHEMBL513719,CC(C)COC(=O)n1c(-c2ccc(C#Cc3ccccc3)cc2)nc2ccccc21,500,0
CHEMBL513742,COc1cccc(/C=C/C(=O)c2ccc(N)cc2)c1OC,325,0
CHEMBL513775,c1ccc2c3c(ccc2c1)OCc1[se]nnc1-3,250,0
CHEMBL513784,COc1ccc(C(=O)/C=C/c2ccccc2O)cc1OC,1000,0
CHEMBL513792,Clc1ccc(Nc2nc3cc(I)ccc3[nH]2)cc1Cl,0.78,1
CHEMBL513794,CCS(=O)(=O)c1ccc2oc(Cc3ccc(Br)cc3)nc2c1,125,0
CHEMBL513839,CO/N=C1\CN(c2ccc(N3C[C@H](CNC(C)=O)OC3=O)cc2F)CC12CC2,6.25,1
CHEMBL513905,Cc1ccc(NC(=O)CCCc2[nH]c3ccccc3c2C2=C(Br)C(=O)NC2=O)cc1,0.736817,1
CHEMBL513944,C/C(=N/OC(=O)/C=C/c1ccccc1)N1N=C(c2ccc(Cl)cc2Cl)CC1c1ccc(C(F)(F)F)cc1,6.25,1
CHEMBL513945,C/C(=N/OC(=O)c1ccco1)N1N=C(c2ccc(Cl)cc2Cl)CC1c1ccc(C(F)(F)F)cc1,12.5,1
CHEMBL513996,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(N2CCN(Cc3ccoc3)CC2)c(F)c1,0.03,1
CHEMBL514019,Sc1nnc(COC(Cn2nnnc2Cc2ccccc2)c2ccc(Cl)cc2)n1-c1ccccc1,50,0
CHEMBL514029,COc1ccc2c(c1)CN(C1CC(c3ccccc3)=NN1c1nc(-c3ccccc3C(F)(F)F)oc1C)CC2,50,0
CHEMBL514065,CCOc1ccc2[nH]c(-c3cccc(OC)c3)c(C3=C(Br)C(=O)NC3=O)c2c1,1.54448,1
CHEMBL514103,COc1ccc(-[n+]2noc(O)c2C(=O)CSc2nnc(Cc3ccc(Br)cc3)c(=O)n2N)cc1,0.25,1
CHEMBL514104,COc1cccc(C[n+]2cn3cc(C4=C(C(=O)O)N5C(=O)[C@H]([C@@H](C)O)[C@H]5[C@H]4C)sc3c2SC)c1,1.17,1
CHEMBL514109,COc1ccc(NC(=O)CSc2nnc(-c3cc(F)c(Cl)cc3Cl)n2N)cc1,6.25,1
CHEMBL514177,O=C(CCc1ccc(O)cc1)c1c(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O,500,0
CHEMBL514194,CCn1cc(C(=O)O)c(=O)c2cc(F)c(Oc3ccc(C)cc3)c(F)c21,0.78,1
CHEMBL514204,CC(C)(C)c1ccc(-c2nc3cc(NC(=O)c4cc5ccccc5o4)ccc3o2)cc1,93.75,0
CHEMBL514205,Brc1cccc2c1CCC(Cn1cncn1)/C2=N/OCc1ccccc1,12.5,1
CHEMBL514262,C=C1CC[C@H](Cl)C(C)(C)[C@@H]1C[C@@]12OC(C)(C)[C@H](Cl)C[C@]1(Cl)C(=O)C1=C(C2=O)C(=[N+]=[N-])C(=O)C=C1O,2.004882,1
CHEMBL514263,C/C(=N/OC(=O)c1ccc(F)cc1)N1N=C(c2ccc(Cl)cc2Cl)CC1c1ccc(C(F)(F)F)cc1,50,0
CHEMBL514285,Cc1c(NC(=O)/C(C#N)=C2\SCC(=O)N2c2ccccc2)c(=O)n(-c2ccccc2)n1C,50,0
CHEMBL514355,CCCCSc1nc(N)c2ncn(Cc3cc([N+](=O)[O-])ccc3OC)c2n1,16,1
CHEMBL514376,CCCCCCOc1ccc2[nH]c(-c3cccc(OC)c3)c(C3=C(Br)C(=O)NC3=O)c2c1,6.267114,1
CHEMBL514378,O=C(/C=C/c1ccc(SCCCCCCN2CCNCC2)cc1)c1ccccc1,100.10945,0
CHEMBL514420,Nn1c(SCC(=O)Nc2ccc(F)c(Cl)c2)nnc1-c1cc(F)c(Cl)cc1Cl,6.25,1
CHEMBL514439,Cc1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1,23200,0
CHEMBL514473,O=C(COC(Cn1nnc(-c2ccccc2)n1)c1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,50,0
CHEMBL514480,COc1ccc(C2=NOC(Cc3ccc4c(c3)OCO4)CC2)cc1OC,10,1
CHEMBL514487,CN(C)C(CNCc1ccc(Cl)c(Cl)c1)CNc1cc(=O)c2ccccc2[nH]1,26839.04,0
CHEMBL514524,O=C(Nc1ccc2oc(Cc3ccc(F)cc3)nc2c1)c1cc2ccccc2o1,93.75,0
CHEMBL514538,CCOc1ccc2[nH]c(-c3ccccc3)c(C3=C(Br)C(=O)NC3=O)c2c1,1.562788,1
CHEMBL514579,CCOc1ccc(NC2=Nn3c(nnc3-c3cc(F)c(Cl)cc3Cl)SC2)cc1,6.25,1
CHEMBL514588,C/C(=N/OC(=O)c1ccc(C(F)(F)F)cc1)N1N=C(c2ccc(Cl)cc2Cl)CC1c1ccccc1F,12.5,1
CHEMBL514638,CCNC(=O)Nc1nc2cc(-c3cccnc3)cc(C(=O)NC)n2n1,8,1
CHEMBL514645,Cc1cc(C)c2c(=O)[nH]c(-c3cc(C)c(O)c(C)c3)nc2n1,6.25,1
CHEMBL514673,O=C(Nc1ccc2oc(Cc3ccc(Br)cc3)nc2c1)c1cc2ccccc2o1,93.75,0
CHEMBL514683,CC(C)[C@@H]1C[C@H](OO)C=C2[C@@H]3[C@](C)(O)[C@@H](O)C[C@H](Br)[C@@]3(C)CC[C@@]21CBr,18.666667,1
CHEMBL514694,CCCc1ccc2[nH]c(-c3ccc(OC)cc3)c(C3=C(Br)C(=O)NC3=O)c2c1,0.19769,1
CHEMBL514726,Cc1oc(-c2ccccc2F)nc1N1N=C(c2ccccc2)CC1N1CCc2ccccc2C1,6.25,1
CHEMBL514737,Cc1ccc(NC(=O)CSc2nnc(-c3cc(F)c(Cl)cc3Cl)n2N)c(C)c1,6.25,1
CHEMBL514746,C=CC1(C)CCNc2c3c(-c4ccccc4)cc(C(F)(F)F)c(C#N)c3nn21,150,0
CHEMBL514755,C=Cc1ccccc1-c1nc(N2N=C(c3ccccc3F)CC2N2CCc3ccccc3C2)c(C)o1,50,0
CHEMBL514762,N#Cc1ccc2c(c1)c(=O)[nH]n2C(=O)c1cccc(S(=O)(=O)N2CCc3ccccc32)c1,4.25,1
CHEMBL51483,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,37.5468,0
CHEMBL514850,CCCCCCCCOc1ccc(-c2[nH]c3ccccc3c2C2=C(Br)C(=O)NC2=O)cc1,24.771,1
CHEMBL514863,CCC1C(=O)CC(c2ccccc2)N(C(=O)CN2CCN(C)CC2)C1c1ccccc1,100,0
CHEMBL514889,CCCC[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(=O)C=C[C@@H]1OC(C)=O,100,0
CHEMBL514898,NC(=O)c1cc(-c2csc(-c3cc(Cl)cc(Cl)c3Cl)n2)ccc1O,6.25,1
CHEMBL514903,CC(=O)NC[C@H]1CN(c2ccc(N3CCCOCC3)cc2)C(=O)O1,8,1
CHEMBL514910,COC1CC(c2ccccc2)=NN1/C(C)=N\OC(=O)c1ccc(F)cc1,6.25,1
CHEMBL514916,CC(C)(C)OC(=O)NC[C@H]1CN(c2ccc(N3CCCOCC3)cc2)C(=O)O1,16,1
CHEMBL514979,COc1ccc2nc(Nc3nc(O)c4c(Cl)cccc4n3)nc(C)c2c1,1,1
CHEMBL515057,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](NCCCN)CC[C@]4(C)[C@H]3CC[C@@]21C,6.25,1
CHEMBL515126,COc1ccc(C2NC(=O)c3c(C)cc(C)nc3N2)cc1OC,3.25,1
CHEMBL515134,Nc1cccc(CN2CCN(c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)CC2)c1,0.333333,1
CHEMBL515171,CCCCCCc1ccc2[nH]c(-c3cccc(OC)c3)c(C3=C(Br)C(=O)NC3=O)c2c1,12.51614,1
CHEMBL515172,CCCCOc1ccc(-c2[nH]c3ccccc3c2C2=C(Br)C(=O)NC2=O)cc1,0.19769,1
CHEMBL515219,CN(C)c1ccc(C2=Nn3c(Cc4c[nH]c5ccccc45)nnc3SC2)cc1,250,0
CHEMBL515223,COC1CC(c2ccccc2)=NN1/C(C)=N\OC(=O)c1ccccc1C,12.5,1
CHEMBL515259,CCNC(=O)Nc1nc2cc(-c3cccnc3)cc(-n3cccn3)n2n1,3.6,1
CHEMBL515287,CNc1ccc2c(O)nc(Nc3nc(C)c4cc(OC)ccc4n3)nc2c1,1,1
CHEMBL515329,O=C(Nc1ccc2oc(-c3ccccc3Br)nc2c1)c1cc2ccccc2o1,78.125,0
CHEMBL515353,Cc1ccc(-[n+]2noc(O)c2C(=O)CSc2nnc(Cc3ccc4c(c3)OCO4)c(=O)n2N)cc1,0.25,1
CHEMBL515359,CC(C)=CCc1cc(O)c(O)c(CC=C(C)C)c1[C@H]1Oc2c(CC=C(C)C)c(O)cc(O)c2C(=O)[C@@H]1O,3.12,1
CHEMBL515360,CC(C)=CCc1cc(O)c(O)c(CC=C(C)C)c1-c1oc2c(CC=C(C)C)c(O)cc(O)c2c(=O)c1O,5,1
CHEMBL515372,CN[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,6.25,1
CHEMBL515421,O=C1C(Cl)=C(Sc2ccccc2)C(=O)c2ccccc21,25,1
CHEMBL515430,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(N2CCN(Cc3cccnc3)CC2)c(F)c1,0.416667,1
CHEMBL515450,O=S(=O)(Cc1ccccc1)Cc1nnc(-c2ccccc2Cl)s1,100,0
CHEMBL515476,CCCCOc1nc(NC)c2ncn(Cc3c(F)cccc3F)c2n1,16,1
CHEMBL515518,CSc1c2sc(C3=C(C(=O)O)N4C(=O)[C@H]([C@@H](C)O)[C@H]4[C@H]3C)cn2c[n+]1Cc1ccc(C(=O)O)cc1,5.218333,1
CHEMBL515527,COc1ccc2cc3[n+](c(-c4ccccc4)c2c1OC)CCc1cc2c(cc1-3)OCO2,62.5,0
CHEMBL515529,Fc1cc(-c2nnc3n2N=C(Nc2ccc(Cl)cc2)CS3)c(Cl)cc1Cl,6.25,1
CHEMBL515530,COC1CC(c2ccccc2)=NN1/C(C)=N\OC(=O)c1ccc(C(F)(F)F)cc1,3.125,1
CHEMBL515540,Cc1oc(-c2ccc(F)cc2F)nc1N1N=C(c2ccccc2)CC1N1CCc2ccccc2C1,12.5,1
CHEMBL515595,CC(=O)Oc1ccc(-c2nc3cc(Cl)ccc3n2C2CCCC2)cc1,50,0
CHEMBL515626,CCCCCc1cccc2c(C3=C(Br)C(=O)NC3=O)c(-c3ccccc3)[nH]c12,0.21867,1
CHEMBL515682,Cc1cccc(Sc2c(O)cc(S(=O)(=O)c3ccccc3)nc2C)c1,248.8916,0
CHEMBL515688,CCCC(=O)O/N=C(/C)N1N=C(C)CC1c1ccccc1OCc1ccc(F)cc1,50,0
CHEMBL515690,CCOC(=O)CO/N=C(\Cc1c(C)cc(C)cc1C)c1cc2ccccc2o1,256,0
CHEMBL515711,O=S(=O)(Cc1ccc(Cl)cc1)Cc1nnc(-c2ccccc2Cl)s1,50,0
CHEMBL515753,O=S(=O)(Cc1nnc(-c2ccccc2Cl)s1)c1ccccc1,400,0
CHEMBL515754,O=S(=O)(Cc1nnc(-c2ccccc2Cl)s1)c1ccc(Cl)cc1,200,0
CHEMBL515759,Clc1ccc(-c2nc3cc(Cl)c(Cl)cc3n2C2CCCC2)cc1,50,0
CHEMBL515774,CCCCOc1nc(NCCN2CCOCC2)c2ncn(Cc3c(F)cccc3F)c2n1,16,1
CHEMBL515799,COc1cc2c(cc1OC)C(O)c1c(C=O)cc3ccc(O)c(OC)c3c1-2,64,0
CHEMBL515817,COc1ccc(-[n+]2noc(O)c2C(=O)CSc2nnc(Cc3ccc(Cl)cc3)c(=O)n2N)cc1,0.25,1
CHEMBL515875,CN(C)c1ccc(-c2nc3cc(Cl)ccc3n2C2CCCC2)cc1,20.833333,1
CHEMBL515882,O=C1CCSCCC(=O)Nc2cccc(n2)NC(=O)CCSCCC(=O)Nc2cccc(n2)N1,12.5,1
CHEMBL515892,Nn1c(CS(=O)(=O)Cc2ccccc2)nnc1-c1ccccc1,400,0
CHEMBL515893,O=Cc1ccc(CN2CCN(c3ccc(N4C[C@H](Cn5ccnn5)OC4=O)cc3F)CC2)cc1,0.419333,1
CHEMBL515902,Clc1ccc(/C=C/n2nnc(-c3ccccc3)n2)cc1,100,0
CHEMBL515915,Cc1cc(C)c2c(=O)[nH]c(-c3cccc(C)c3C)nc2n1,12.5,1
CHEMBL515922,COc1ccc2nc(Nc3nc(O)c4c(C)cc(N)cc4n3)nc(C)c2c1,1,1
CHEMBL515962,CCc1ccc(-c2nc3cc(NC(=O)c4cc5ccccc5o4)ccc3o2)cc1,93.75,0
CHEMBL515976,CCC(=O)NC[C@H]1CN(c2cc(F)c(N3CCCOCC3)c(F)c2)C(=O)O1,2,1
CHEMBL516004,Nn1c(SCC(=O)c2c(O)on[n+]2-c2ccccc2)nnc(Cc2ccccc2)c1=O,0.25,1
CHEMBL516055,COc1ccc2nc(Nc3nc(O)c4ccc(N(C)C)cc4n3)nc(C)c2c1,2,1
CHEMBL516087,Fc1cccc2c1CCC(Cn1ccnc1)/C2=N/OCc1ccccc1,3.125,1
CHEMBL516099,COc1ccc2c(c1)CN(C1CC(c3ccccc3F)=NN1c1nc(-c3ccc(F)cc3F)oc1C)CC2,50,0
CHEMBL516112,CC(C)[C@@H]1CC[C@H](O)[C@H]2[C@@H]3[C@@](C)(O)CC[C@H](Br)[C@@]3(C)CC[C@]12CBr,1.666667,1
CHEMBL516119,CC(=O)O[C@@H]1C[C@H]2C(C)(C)CCC[C@]2(C)C2=C1C(=O)C(C(C)C)=C(O)C2=O,10,1
CHEMBL516132,O=C1NC(=O)C(c2c(-c3ccc(OCc4cccc5ccccc45)cc3)[nH]c3ccccc23)=C1Br,0.785085,1
CHEMBL516138,O=C1O[C@@H](Cn2ccnn2)CN1c1cc(F)c(N2CCCOCC2)c(F)c1,2,1
CHEMBL516155,C=C1CC[C@H](Cl)C(C)(C)[C@@H]1C[C@@]12OC(C)(C)[C@H](Cl)C[C@]1(Cl)C(=O)c1c(cc(O)c(C)c1O)C2=O,1.9,1
CHEMBL516189,Sc1nnc(COC(Cn2nnc(-c3ccccc3)n2)c2ccc(Cl)cc2)o1,6.25,1
CHEMBL516216,COc1ccc2c(c1)CN(C1CC(c3ccccc3F)=NN1c1nc(-c3ccccc3C(F)(F)F)oc1C)CC2,50,0
